project,name,ssn,sex,race,hours,gross
Lakeview,O'Connell Electric,5241,Male,White,1,21.75
Lakeview,O'Connell Electric,5276,Male,White,314,12852.880000000001
Lakeview,O'Connell Electric,6014,Male,White,18,798
Lakeview,O'Connell Electric,6199,Male,White,118,4795
Lakeview,O'Connell Electric,6255,Male,White,162.5,6081.25
Lakeview,O'Connell Electric,6504,Male,White,30,519.75
Lakeview,O'Connell Electric,6731,Male,White,105,2682.75
Lakeview,O'Connell Electric,6769,Male,White,8,277.2
Lakeview,O'Connell Electric,6859,Male,White,628,23933.1
Lakeview,O'Connell Electric,7407,Male,White,110.5,4057.9
Lakeview,O'Connell Electric,7423,Male,White,276,10920
Lakeview,O'Connell Electric,7519,Male,White,48,NA
Lakeview,O'Connell Electric,7688,Male,White,471,18847.5
Lakeview,O'Connell Electric,7862,Male,White,16.5,351.75
Lakeview,O'Connell Electric,8302,Male,White,141,5593.35
Lakeview,O'Connell Electric,8841,Male,White,448.5,17701.25
Lakeview,O'Connell Electric,9064,Male,White,55.5,2603.65
Lakeview,O'Connell Electric,9139,Male,White,550,10666.27
Lakeview,O'Connell Electric,9188,Male,White,182,6930
Lakeview,O'Connell Electric,9198,Male,White,24,848.4000000000001
Lakeview,O'Connell Electric,9207,Male,White,535,14164.51
Lakeview,O'Connell Electric,9227,Male,White,396,6440
Lakeview,O'Connell Electric,9397,Male,White,88,3220
Lakeview,O'Connell Electric,9454,Male,White,151.5,5643.75
Lakeview,O'Connell Electric,9486,Male,White,72.5,NA
Lakeview,O'Connell Electric,9544,Male,White,334.5,13711.25
Lakeview,O'Connell Electric,9665,Male,White,220,8758.75
Lakeview,O'Connell Electric,9702,Male,White,88,3605
Lakeview,O'Connell Electric,9793,Male,White,232,10015.2
Lakeview,O'Connell Electric,9915,Male,White,8,420
Lakeview,Postler & Jaeckle,0828,Male,White,420,10139
Lakeview,Postler & Jaeckle,1624,Male,White,2,46
Lakeview,Postler & Jaeckle,2276,Male,White,1,35.86
Lakeview,Postler & Jaeckle,2844,Male,White,14,547.06
Lakeview,Postler & Jaeckle,3467,Male,White,40,1377.2
Lakeview,Postler & Jaeckle,4444,Male,White,324.5,11785.89
Lakeview,Postler & Jaeckle,5472,Male,White,14,322.66
Lakeview,Postler & Jaeckle,9661,Male,White,458,18313.68
Lakeview,Postler & Jaeckle,9988,Male,White,95,3393.41
Lakeview,Rommel Fence,0048,Male,White,40,1222
Lakeview,Rommel Fence,0862,Male,White,24,672
Lakeview,Rommel Fence,1700,Male,White,39.5,952.01
Lakeview,Rommel Fence,5292,Male,White,31,695.95
Lakeview,Rommel Fence,8454,Male,White,57.5,1381.97
Lakeview,Seneca Steel,0059,Male,White,586.7,19628.9
Lakeview,Seneca Steel,0085,Male,Native,470,15411.9
Lakeview,Seneca Steel,0233,Male,White,325,7343.5
Lakeview,Seneca Steel,0368,Male,White,266,8638.7
Lakeview,Seneca Steel,0530,Male,Native,216,7031.5
Lakeview,Seneca Steel,0665,Male,White,82,2697.8
Lakeview,Seneca Steel,1879,Male,White,383,13259.4
Lakeview,Seneca Steel,1990,Male,Native,312,10843.4
Lakeview,Seneca Steel,4106,Female,White,574,9750
Lakeview,Seneca Steel,4540,Male,White,290,9242.4
Lakeview,Seneca Steel,5356,Male,White,375,13962.550000000001
Lakeview,Seneca Steel,5456,Male,White,182.7,5065.55
Lakeview,Seneca Steel,5632,Male,Black,478.5,10445.25
Lakeview,Seneca Steel,5720,Male,Native,472,15612.8
Lakeview,Seneca Steel,5836,Male,White,311,10260.25
Lakeview,Seneca Steel,6536,Male,White,341,11996.6
Lakeview,Seneca Steel,6705,Male,White,220,7031.5
Lakeview,Seneca Steel,6942,Male,Hispanic,497.2,15031.63
Lakeview,Seneca Steel,7102,Male,White,210,6816.25
Lakeview,Seneca Steel,7437,Male,White,49,425.7
Lakeview,Seneca Steel,7646,Male,White,592.7,19549
Lakeview,Seneca Steel,8510,Male,Native,611.5,22627.64
Lakeview,Seneca Steel,9147,Male,White,560.5,11928
Lakeview,Seneca Steel,9377,Male,Native,378.5,12864.78
Lakeview,Seneca Steel,9650,Male,Native,448,14823.3
Lakeview,Seneca Steel,9802,Male,White,59,1879.85
Lakeview,Syracuse Scenery,0879,NA,NA,125.5,3601.45
Lakeview,Syracuse Scenery,2988,NA,NA,48,1377.2
Lakeview,Syracuse Scenery,5966,NA,NA,129.5,6332.63
Lakeview,Syracuse Scenery,6045,NA,NA,15.5,2081.3500000000004
Lakeview,Syracuse Scenery,6125,NA,NA,80,2296
Lakeview,Syracuse Scenery,6942,NA,NA,132,3788.4
Lakeview,Syracuse Scenery,9243,NA,NA,148.5,4449.95
Lakeview,Syracuse Scenery,9742,NA,NA,128,2176
Lakeview,Tradesmen International,5778,NA,NA,NA,NA
Lakeview,Tradesmen International,7169,NA,NA,NA,NA
Lakeview,Tradesmen International,7574,NA,NA,NA,NA
Lakeview,Tradesmen International,8238,NA,NA,NA,NA
Lakeview,Tradesmen International,8442,NA,NA,NA,NA
Lakeview,Watson Farms,0200,NA,NA,6,270.66
Lakeview,Watson Farms,0361,NA,NA,469.4,13116.14
Lakeview,Watson Farms,1337,NA,NA,430.2,12601.77
Lakeview,Watson Farms,1404,NA,NA,301.3,7998.06
Lakeview,Watson Farms,1753,NA,NA,16,721.76
Lakeview,Watson Farms,1772,NA,NA,408.1,11343.84
Lakeview,Watson Farms,2023,NA,NA,167,4523.55
Lakeview,Watson Farms,3592,NA,NA,2.8,124.05
Lakeview,Watson Farms,4753,NA,NA,420.4,20410.72
Lakeview,Watson Farms,5373,NA,NA,432.8,16312.32
Lakeview,Watson Farms,5569,NA,NA,239.8,6584.13
Lakeview,Watson Farms,5863,NA,NA,280.6,12822.14
Lakeview,Watson Farms,6163,NA,NA,434,16540.62
Lakeview,Watson Farms,8780,NA,NA,36,959.76
